gene,ocr_id,distance_to_tss
Pcdhga4,ImmGenATAC1219.peak_232266,6
Pcdhga5,ImmGenATAC1219.peak_232269,14
Pcdhga6,ImmGenATAC1219.peak_232271,94
Pcdhga7,ImmGenATAC1219.peak_232273,86
Pcdhga8,ImmGenATAC1219.peak_232275,49
Pcdhga9,ImmGenATAC1219.peak_232279,77
Pcdhgb1,ImmGenATAC1219.peak_232265,39
Pcdhgb2,ImmGenATAC1219.peak_232268,36
Pcdhgb4,ImmGenATAC1219.peak_232274,28
Pcdhgb5,ImmGenATAC1219.peak_232277,20
Pcdhgb6,ImmGenATAC1219.peak_232280,63
Pcdhgb7,ImmGenATAC1219.peak_232284,53
Pcdhgb8,ImmGenATAC1219.peak_232289,107
Pcdhgc3,ImmGenATAC1219.peak_232299,50
Pcdhgc4,ImmGenATAC1219.peak_232311,9
Pcdhgc5,ImmGenATAC1219.peak_232314,78
Pced1a,ImmGenATAC1219.peak_284892,715
Pced1b,ImmGenATAC1219.peak_183195,3
Pcf11,ImmGenATAC1219.peak_435510,206
Pcgf1,ImmGenATAC1219.peak_402960,697
Pcgf2,ImmGenATAC1219.peak_87661,114
Pcgf3,ImmGenATAC1219.peak_376856,58
Pcgf5,ImmGenATAC1219.peak_251378,447
Pcgf6,ImmGenATAC1219.peak_254448,38
Pcid2,ImmGenATAC1219.peak_452261,75
Pcif1,ImmGenATAC1219.peak_293313,55
Pck1,ImmGenATAC1219.peak_296509,62
Pck2,ImmGenATAC1219.peak_153231,14
Pclaf,ImmGenATAC1219.peak_488081,79
Pclo,ImmGenATAC1219.peak_359951,51
Pcm1,ImmGenATAC1219.peak_456994,23
Pcmt1,ImmGenATAC1219.peak_39051,29
Pcmtd1,ImmGenATAC1219.peak_378,132
Pcmtd2,ImmGenATAC1219.peak_298596,2
Pcna,ImmGenATAC1219.peak_285559,5395
Pcnp,ImmGenATAC1219.peak_197860,50
Pcnt,ImmGenATAC1219.peak_52886,2489
Pcnx,ImmGenATAC1219.peak_109038,104
Pcnx2,ImmGenATAC1219.peak_474202,132
Pcnx3,ImmGenATAC1219.peak_244849,71
Pcnx4,ImmGenATAC1219.peak_106303,142
Pcolce,ImmGenATAC1219.peak_385078,29
Pcolce2,ImmGenATAC1219.peak_493998,122
Pcp2,ImmGenATAC1219.peak_450279,1669
Pcp4,ImmGenATAC1219.peak_203975,15
Pcp4l1,ImmGenATAC1219.peak_31051,19
Pcsk1,ImmGenATAC1219.peak_134000,57
Pcsk1n,ImmGenATAC1219.peak_502281,1649
Pcsk2,ImmGenATAC1219.peak_287280,27
Pcsk2os1,ImmGenATAC1219.peak_287282,116
Pcsk2os2,ImmGenATAC1219.peak_287290,1338
Pcsk4,ImmGenATAC1219.peak_54258,23
Pcsk5,ImmGenATAC1219.peak_247854,84
Pcsk6,ImmGenATAC1219.peak_429799,120
Pcsk7,ImmGenATAC1219.peak_482594,84
Pcsk9,ImmGenATAC1219.peak_343590,95
Pctp,ImmGenATAC1219.peak_85943,4
Pcx,ImmGenATAC1219.peak_244499,1977
Pcyox1,ImmGenATAC1219.peak_404014,16
Pcyox1l,ImmGenATAC1219.peak_237241,92
Pcyt1a,ImmGenATAC1219.peak_192880,35
Pcyt1b,ImmGenATAC1219.peak_506868,46
Pcyt2,ImmGenATAC1219.peak_95450,17
Pdap1,ImmGenATAC1219.peak_387376,47
Pdc,ImmGenATAC1219.peak_25029,11600
Pdcd1,ImmGenATAC1219.peak_16811,10
Pdcd10,ImmGenATAC1219.peak_308531,654
Pdcd11,ImmGenATAC1219.peak_254456,8
Pdcd1lg2,ImmGenATAC1219.peak_249852,70
Pdcd2,ImmGenATAC1219.peak_208274,68
Pdcd2l,ImmGenATAC1219.peak_425197,11
Pdcd4,ImmGenATAC1219.peak_255496,35
Pdcd5,ImmGenATAC1219.peak_425675,129
Pdcd6,ImmGenATAC1219.peak_133893,47
Pdcd6ip,ImmGenATAC1219.peak_498250,63
Pdcd7,ImmGenATAC1219.peak_487882,7
Pdcl,ImmGenATAC1219.peak_267064,50
Pdcl2,ImmGenATAC1219.peak_371270,2888
Pdcl3,ImmGenATAC1219.peak_4906,143
Pde10a,ImmGenATAC1219.peak_206378,33
Pde11a,ImmGenATAC1219.peak_274950,55
Pde12,ImmGenATAC1219.peak_147697,97
Pde1a,ImmGenATAC1219.peak_275740,650
Pde1b,ImmGenATAC1219.peak_185642,45
Pde1c,ImmGenATAC1219.peak_399532,543
Pde2a,ImmGenATAC1219.peak_437803,36
Pde3a,ImmGenATAC1219.peak_418052,46
Pde3b,ImmGenATAC1219.peak_440969,16
Pde4a,ImmGenATAC1219.peak_477375,457
Pde4b,ImmGenATAC1219.peak_342753,36
Pde4c,ImmGenATAC1219.peak_460798,38
Pde4d,ImmGenATAC1219.peak_140700,3022
Pde4dip,ImmGenATAC1219.peak_313570,87
Pde5a,ImmGenATAC1219.peak_319115,62
Pde6a,ImmGenATAC1219.peak_237055,227
Pde6b,ImmGenATAC1219.peak_376834,6670
Pde6c,ImmGenATAC1219.peak_252006,2216
Pde6d,ImmGenATAC1219.peak_14222,61
Pde6g,ImmGenATAC1219.peak_95374,4014
Pde6h,ImmGenATAC1219.peak_417233,558
Pde7a,ImmGenATAC1219.peak_300214,41
Pde7b,ImmGenATAC1219.peak_42251,70
Pde8a,ImmGenATAC1219.peak_433469,118
Pde8b,ImmGenATAC1219.peak_137073,157
Pde9a,ImmGenATAC1219.peak_212177,73
Pdf,ImmGenATAC1219.peak_468241,10
Pdgfa,ImmGenATAC1219.peak_385435,25
Pdgfb,ImmGenATAC1219.peak_178935,12
Pdgfc,ImmGenATAC1219.peak_309306,282
Pdgfd,ImmGenATAC1219.peak_475484,49
Pdgfra,ImmGenATAC1219.peak_370814,78
Pdgfrb,ImmGenATAC1219.peak_236964,20
Pdgfrl,ImmGenATAC1219.peak_456890,91
Pdha1,ImmGenATAC1219.peak_511239,33
Pdha2,ImmGenATAC1219.peak_323003,4855
Pdhb,ImmGenATAC1219.peak_143737,14
Pdhx,ImmGenATAC1219.peak_279041,47
Pdia2,ImmGenATAC1219.peak_209949,2018
Pdia3,ImmGenATAC1219.peak_282445,9
Pdia4,ImmGenATAC1219.peak_396814,132
Pdia5,ImmGenATAC1219.peak_194014,30
Pdia6,ImmGenATAC1219.peak_98426,106
Pdik1l,ImmGenATAC1219.peak_351395,163
Pdilt,ImmGenATAC1219.peak_442361,2669
Pdk1,ImmGenATAC1219.peak_273640,835
Pdk2,ImmGenATAC1219.peak_86703,102
Pdk3,ImmGenATAC1219.peak_506899,87
Pdk4,ImmGenATAC1219.peak_389830,107
Pdlim1,ImmGenATAC1219.peak_252183,21
Pdlim2,ImmGenATAC1219.peak_157146,32
Pdlim3,ImmGenATAC1219.peak_457316,121
Pdlim4,ImmGenATAC1219.peak_76110,67
Pdlim5,ImmGenATAC1219.peak_323214,36
Pdlim7,ImmGenATAC1219.peak_130725,15
Pdp1,ImmGenATAC1219.peak_328830,67
Pdp2,ImmGenATAC1219.peak_467397,61
Pdpk1,ImmGenATAC1219.peak_209267,1176
Pdpn,ImmGenATAC1219.peak_354761,79
Pdpr,ImmGenATAC1219.peak_469287,83
Pdrg1,ImmGenATAC1219.peak_289843,59
Pds5a,ImmGenATAC1219.peak_368808,3
Pds5b,ImmGenATAC1219.peak_389157,48
Pdss1,ImmGenATAC1219.peak_262269,11
Pdss2,ImmGenATAC1219.peak_46591,86
Pdx1,ImmGenATAC1219.peak_387820,32
Pdxdc1,ImmGenATAC1219.peak_188181,49
Pdxk,ImmGenATAC1219.peak_53732,37
Pdxk-ps,ImmGenATAC1219.peak_212484,27
Pdxp,ImmGenATAC1219.peak_178521,103
Pdyn,ImmGenATAC1219.peak_284705,37
Pdzd11,ImmGenATAC1219.peak_507584,48
Pdzd2,ImmGenATAC1219.peak_167062,23
Pdzd3,ImmGenATAC1219.peak_481865,764
Pdzd4,ImmGenATAC1219.peak_506168,66
Pdzd7,ImmGenATAC1219.peak_253716,899
Pdzd8,ImmGenATAC1219.peak_256984,70
Pdzd9,ImmGenATAC1219.peak_442521,26
Pdzk1,ImmGenATAC1219.peak_313303,574
Pdzk1ip1,ImmGenATAC1219.peak_345388,8
Pdzph1,ImmGenATAC1219.peak_218762,5732
Pdzrn3,ImmGenATAC1219.peak_408655,108
Pdzrn4,ImmGenATAC1219.peak_182154,297
Pea15a,ImmGenATAC1219.peak_31523,45
Peak1,ImmGenATAC1219.peak_484966,51
Pear1,ImmGenATAC1219.peak_311000,132
Pebp1,ImmGenATAC1219.peak_379538,118
Pebp4,ImmGenATAC1219.peak_156999,4949
Pecam1,ImmGenATAC1219.peak_90689,102
Pecr,ImmGenATAC1219.peak_11381,36
Pef1,ImmGenATAC1219.peak_349818,34
Peg10,ImmGenATAC1219.peak_389608,144
Peg12,ImmGenATAC1219.peak_429150,6
Peg13,ImmGenATAC1219.peak_176356,23
Peg3,ImmGenATAC1219.peak_421334,24
Peg3os,ImmGenATAC1219.peak_421326,3358
Peli1,ImmGenATAC1219.peak_69644,99
Peli2,ImmGenATAC1219.peak_151606,105
Peli3,ImmGenATAC1219.peak_244564,43
Pelo,ImmGenATAC1219.peak_142717,74
Pelp1,ImmGenATAC1219.peak_80287,156
Pemt,ImmGenATAC1219.peak_77612,2277
Penk,ImmGenATAC1219.peak_327092,6
Pepd,ImmGenATAC1219.peak_425399,22
Per1,ImmGenATAC1219.peak_79731,155
Per2,ImmGenATAC1219.peak_15907,117
Per3,ImmGenATAC1219.peak_356738,218
Percc1,ImmGenATAC1219.peak_209608,2576
Perm1,ImmGenATAC1219.peak_358481,18
Perp,ImmGenATAC1219.peak_41562,71
Pes1,ImmGenATAC1219.peak_66310,29
Pet100,ImmGenATAC1219.peak_450277,124
Pet117,ImmGenATAC1219.peak_287590,101
Pex1,ImmGenATAC1219.peak_358748,102
Pex10,ImmGenATAC1219.peak_357977,76
Pex11a,ImmGenATAC1219.peak_432758,8
Pex11b,ImmGenATAC1219.peak_313220,36
Pex11g,ImmGenATAC1219.peak_450226,23
Pex12,ImmGenATAC1219.peak_84092,32
Pex13,ImmGenATAC1219.peak_70335,44
Pex14,ImmGenATAC1219.peak_355843,9
Pex16,ImmGenATAC1219.peak_277361,119
Pex19,ImmGenATAC1219.peak_31486,9
Pex2,ImmGenATAC1219.peak_298686,5
Pex26,ImmGenATAC1219.peak_412853,188
Pex3,ImmGenATAC1219.peak_40468,64
Pex5,ImmGenATAC1219.peak_413532,164
Pex5l,ImmGenATAC1219.peak_302390,6
Pex6,ImmGenATAC1219.peak_215868,39
Pex7,ImmGenATAC1219.peak_41999,6
Pf4,ImmGenATAC1219.peak_372519,3
Pfas,ImmGenATAC1219.peak_79670,47
Pfdn1,ImmGenATAC1219.peak_232106,36
Pfdn2,ImmGenATAC1219.peak_31122,3
Pfdn4,ImmGenATAC1219.peak_295994,46
Pfdn5,ImmGenATAC1219.peak_185251,5
Pfdn6,ImmGenATAC1219.peak_212949,16
Pfkfb1,ImmGenATAC1219.peak_510311,54
Pfkfb2,ImmGenATAC1219.peak_20940,96
Pfkfb3,ImmGenATAC1219.peak_259931,61
Pfkfb4,ImmGenATAC1219.peak_497274,0
Pfkl,ImmGenATAC1219.peak_53483,50
Pfkm,ImmGenATAC1219.peak_183578,61
Pfkp,ImmGenATAC1219.peak_119217,42
Pfn1,ImmGenATAC1219.peak_80427,45
Pfn2,ImmGenATAC1219.peak_306061,135
Pfn3,ImmGenATAC1219.peak_130654,1677
Pfn4,ImmGenATAC1219.peak_96443,9
Pfpl,ImmGenATAC1219.peak_246855,597
Pga5,ImmGenATAC1219.peak_246294,562
Pgam1,ImmGenATAC1219.peak_252826,116
Pgam2,ImmGenATAC1219.peak_66998,103
Pgam5,ImmGenATAC1219.peak_377066,36
Pgap1,ImmGenATAC1219.peak_7649,29
Pgap2,ImmGenATAC1219.peak_438085,89
Pgap3,ImmGenATAC1219.peak_87946,4
Pgap4,ImmGenATAC1219.peak_334275,103
Pgap6,ImmGenATAC1219.peak_209930,11
Pgbd1,ImmGenATAC1219.peak_121900,70
Pgbd5,ImmGenATAC1219.peak_473621,317
Pgc,ImmGenATAC1219.peak_216292,2462
Pgd,ImmGenATAC1219.peak_355869,211
Pgf,ImmGenATAC1219.peak_110050,1093
Pgghg,ImmGenATAC1219.peak_448319,82
Pggt1b,ImmGenATAC1219.peak_233992,8
Pgk1,ImmGenATAC1219.peak_508350,102
Pgk2,ImmGenATAC1219.peak_214304,6620
Pgls,ImmGenATAC1219.peak_461079,112
Pglyrp1,ImmGenATAC1219.peak_422228,47
Pglyrp2,ImmGenATAC1219.peak_212615,723
Pglyrp3,ImmGenATAC1219.peak_312222,19455
Pglyrp4,ImmGenATAC1219.peak_312204,16640
Pgm1,ImmGenATAC1219.peak_342005,27
Pgm2,ImmGenATAC1219.peak_368074,50
Pgm2l1,ImmGenATAC1219.peak_437313,59
Pgm3,ImmGenATAC1219.peak_492558,17
Pgm5,ImmGenATAC1219.peak_249019,23
Pgp,ImmGenATAC1219.peak_209367,109
Pgpep1,ImmGenATAC1219.peak_460753,98
Pgpep1l,ImmGenATAC1219.peak_430712,25
Pgr,ImmGenATAC1219.peak_475890,77
Pgr15l,ImmGenATAC1219.peak_507234,69090
Pgrmc1,ImmGenATAC1219.peak_504020,18
Pgrmc2,ImmGenATAC1219.peak_303776,124
Pgs1,ImmGenATAC1219.peak_94361,19
Phactr1,ImmGenATAC1219.peak_126907,119
Phactr2,ImmGenATAC1219.peak_40448,63
Phactr3,ImmGenATAC1219.peak_297230,163
Phactr4,ImmGenATAC1219.peak_350499,36
Phax,ImmGenATAC1219.peak_235894,18
Phb,ImmGenATAC1219.peak_86947,104
Phb2,ImmGenATAC1219.peak_413629,55
Phc1,ImmGenATAC1219.peak_413059,71
Phc2,ImmGenATAC1219.peak_349137,29
Phc3,ImmGenATAC1219.peak_302073,31
Pheta1,ImmGenATAC1219.peak_380989,48
Pheta2,ImmGenATAC1219.peak_179809,267
Phex,ImmGenATAC1219.peak_510824,5988
Phf1,ImmGenATAC1219.peak_210268,81
Phf10,ImmGenATAC1219.peak_208109,586
Phf11a,ImmGenATAC1219.peak_154087,13
Phf11b,ImmGenATAC1219.peak_154099,27
Phf11c,ImmGenATAC1219.peak_154108,1776
Phf11d,ImmGenATAC1219.peak_154104,63
Phf12,ImmGenATAC1219.peak_82522,8
Phf13,ImmGenATAC1219.peak_356991,168
Phf14,ImmGenATAC1219.peak_390552,21
Phf19,ImmGenATAC1219.peak_266353,7
Phf2,ImmGenATAC1219.peak_128674,137
Phf20,ImmGenATAC1219.peak_290905,104
Phf20l1,ImmGenATAC1219.peak_175401,78
Phf21a,ImmGenATAC1219.peak_277288,25
Phf21b,ImmGenATAC1219.peak_180644,108
Phf23,ImmGenATAC1219.peak_80110,165
Phf24,ImmGenATAC1219.peak_332091,151
Phf3,ImmGenATAC1219.peak_2954,1063
Phf5a,ImmGenATAC1219.peak_179631,8840
Phf6,ImmGenATAC1219.peak_505178,35
Phf7,ImmGenATAC1219.peak_148755,128
Phf8,ImmGenATAC1219.peak_510397,86
Phf8-ps,ImmGenATAC1219.peak_212764,4885
Phgdh,ImmGenATAC1219.peak_313811,12
Phgr1,ImmGenATAC1219.peak_281679,361
Phip,ImmGenATAC1219.peak_491823,49
Phka1,ImmGenATAC1219.peak_507945,62
Phka2,ImmGenATAC1219.peak_511268,17
Phkb,ImmGenATAC1219.peak_464306,75
Phkg1,ImmGenATAC1219.peak_383089,88
Phkg2,ImmGenATAC1219.peak_444540,121
Phlda1,ImmGenATAC1219.peak_61491,123
Phlda2,ImmGenATAC1219.peak_449285,27
Phlda3,ImmGenATAC1219.peak_22996,31
Phldb1,ImmGenATAC1219.peak_482130,122
Phldb2,ImmGenATAC1219.peak_196187,21
Phldb3,ImmGenATAC1219.peak_423066,74
Phlpp1,ImmGenATAC1219.peak_17865,38
Phlpp2,ImmGenATAC1219.peak_468946,144
Phospho1,ImmGenATAC1219.peak_87005,42
Phospho2,ImmGenATAC1219.peak_272943,132
Phox2a,ImmGenATAC1219.peak_437951,6
Phox2b,ImmGenATAC1219.peak_369419,1451
Phpt1,ImmGenATAC1219.peak_262918,91
Phrf1,ImmGenATAC1219.peak_448470,39
Phtf1,ImmGenATAC1219.peak_315294,105
Phtf1os,ImmGenATAC1219.peak_315294,46
Phtf2,ImmGenATAC1219.peak_360626,108
Phxr4,ImmGenATAC1219.peak_476122,875
Phyh,ImmGenATAC1219.peak_258329,5
Phyhd1,ImmGenATAC1219.peak_264601,217
Phyhip,ImmGenATAC1219.peak_157278,48
Phyhipl,ImmGenATAC1219.peak_51964,2
Phykpl,ImmGenATAC1219.peak_75235,72
Pi15,ImmGenATAC1219.peak_1964,45
Pi16,ImmGenATAC1219.peak_211414,87
Pi4k2a,ImmGenATAC1219.peak_252902,112
Pi4k2b,ImmGenATAC1219.peak_367038,16
Pi4ka,ImmGenATAC1219.peak_188812,42
Pi4kb,ImmGenATAC1219.peak_312600,135
Pianp,ImmGenATAC1219.peak_413771,29
Pias1,ImmGenATAC1219.peak_487101,123
Pias2,ImmGenATAC1219.peak_241067,204
Pias3,ImmGenATAC1219.peak_313244,29
Pias4,ImmGenATAC1219.peak_54684,89
Pibf1,ImmGenATAC1219.peak_160963,83
Picalm,ImmGenATAC1219.peak_435156,121
Pick1,ImmGenATAC1219.peak_178626,18
Pid1,ImmGenATAC1219.peak_13634,47
Pidd1,ImmGenATAC1219.peak_448572,10
Piezo1,ImmGenATAC1219.peak_472830,42
Piezo2,ImmGenATAC1219.peak_237691,29
Pif1,ImmGenATAC1219.peak_487986,58
Pifo,ImmGenATAC1219.peak_315966,470
Piga,ImmGenATAC1219.peak_511744,115
Pigb,ImmGenATAC1219.peak_490053,1
Pigbos1,ImmGenATAC1219.peak_490053,17
Pigc,ImmGenATAC1219.peak_28576,2
Pigf,ImmGenATAC1219.peak_225384,115
Pigg,ImmGenATAC1219.peak_376812,21
Pigh,ImmGenATAC1219.peak_108049,16
Pigk,ImmGenATAC1219.peak_325644,7
Pigl,ImmGenATAC1219.peak_78337,30
Pigm,ImmGenATAC1219.peak_31609,43
Pign,ImmGenATAC1219.peak_17639,47
Pigo,ImmGenATAC1219.peak_332132,52
Pigp,ImmGenATAC1219.peak_203171,45
Pigq,ImmGenATAC1219.peak_209869,9
Pigr,ImmGenATAC1219.peak_20990,28
Pigs,ImmGenATAC1219.peak_82644,67
Pigt,ImmGenATAC1219.peak_293189,23
Pigu,ImmGenATAC1219.peak_290656,32
Pigv,ImmGenATAC1219.peak_351114,53
Pigw,ImmGenATAC1219.peak_84543,23
Pigx,ImmGenATAC1219.peak_192756,13
Pigyl,ImmGenATAC1219.peak_477753,69
Pigz,ImmGenATAC1219.peak_192703,120
Pih1d1,ImmGenATAC1219.peak_427051,713
Pih1d2,ImmGenATAC1219.peak_483651,78
Pik3ap1,ImmGenATAC1219.peak_252630,52
Pik3c2a,ImmGenATAC1219.peak_441591,25
Pik3c2b,ImmGenATAC1219.peak_21949,114
Pik3c2g,ImmGenATAC1219.peak_417641,8628
Pik3c3,ImmGenATAC1219.peak_230642,72
Pik3ca,ImmGenATAC1219.peak_302268,62
Pik3cb,ImmGenATAC1219.peak_494844,147
Pik3cd,ImmGenATAC1219.peak_356077,43
Pik3cg,ImmGenATAC1219.peak_100568,103
Pik3ip1,ImmGenATAC1219.peak_66107,19
Pik3r1,ImmGenATAC1219.peak_138970,31
Pik3r2,ImmGenATAC1219.peak_460833,96
Pik3r3,ImmGenATAC1219.peak_345630,204
Pik3r4,ImmGenATAC1219.peak_496253,62
Pik3r5,ImmGenATAC1219.peak_79454,116
Pik3r6,ImmGenATAC1219.peak_79512,53
Pikfyve,ImmGenATAC1219.peak_10468,42
Pilra,ImmGenATAC1219.peak_385194,15
Pilrb1,ImmGenATAC1219.peak_385201,155
Pilrb2,ImmGenATAC1219.peak_385209,19
Pim1,ImmGenATAC1219.peak_211519,8
Pim2,ImmGenATAC1219.peak_502268,90
Pim3,ImmGenATAC1219.peak_181584,101
Pimreg,ImmGenATAC1219.peak_80714,90
Pin1,ImmGenATAC1219.peak_477238,201
Pin1rt1,ImmGenATAC1219.peak_279632,1230
Pin4,ImmGenATAC1219.peak_507880,139
Pinc,ImmGenATAC1219.peak_11558,21180
Pink1,ImmGenATAC1219.peak_353008,27
Pinlyp,ImmGenATAC1219.peak_423034,988
Pinx1,ImmGenATAC1219.peak_155480,17
Pip,ImmGenATAC1219.peak_396221,7510
Pip4k2a,ImmGenATAC1219.peak_261627,123
Pip4k2b,ImmGenATAC1219.peak_87689,164
Pip4k2c,ImmGenATAC1219.peak_65208,84
Pip4p1,ImmGenATAC1219.peak_152020,749
Pip4p2,ImmGenATAC1219.peak_329166,21
Pip5k1a,ImmGenATAC1219.peak_312644,10
Pip5k1b,ImmGenATAC1219.peak_248956,153
Pip5k1bos,ImmGenATAC1219.peak_248900,2
Pip5k1c,ImmGenATAC1219.peak_54750,42
Pip5kl1,ImmGenATAC1219.peak_265547,640
Pipox,ImmGenATAC1219.peak_82497,95
Pir,ImmGenATAC1219.peak_511706,137
Pira1,ImmGenATAC1219.peak_420758,3796
Pira11,ImmGenATAC1219.peak_420768,142
Pira2,ImmGenATAC1219.peak_420765,19284
Pira4,ImmGenATAC1219.peak_420768,143
Pira6,ImmGenATAC1219.peak_420863,117
Pira7,ImmGenATAC1219.peak_420768,115
Pirb,ImmGenATAC1219.peak_420757,70
Pirt,ImmGenATAC1219.peak_79053,540
Pisd,ImmGenATAC1219.peak_363369,74
Pisd-ps1,ImmGenATAC1219.peak_66052,12058
Pisd-ps2,ImmGenATAC1219.peak_204619,8741
Pisd-ps3,ImmGenATAC1219.peak_501976,44
Pithd1,ImmGenATAC1219.peak_352182,103
Pitpna,ImmGenATAC1219.peak_81679,25
Pitpnb,ImmGenATAC1219.peak_377439,120
Pitpnc1,ImmGenATAC1219.peak_90968,76
Pitpnm1,ImmGenATAC1219.peak_244309,330
Pitpnm2,ImmGenATAC1219.peak_381941,108
Pitpnm2os1,ImmGenATAC1219.peak_381970,2143
Pitpnm2os2,ImmGenATAC1219.peak_381950,1123
Pitpnm3,ImmGenATAC1219.peak_80736,150
Pitrm1,ImmGenATAC1219.peak_119159,42
Pitx1,ImmGenATAC1219.peak_130819,159
Pitx2,ImmGenATAC1219.peak_320109,84
Pitx3,ImmGenATAC1219.peak_254064,236
Piwil1,ImmGenATAC1219.peak_382798,205
Piwil2,ImmGenATAC1219.peak_157271,4307
Piwil4,ImmGenATAC1219.peak_476640,35
Pja1,ImmGenATAC1219.peak_507473,3
Pja2,ImmGenATAC1219.peak_219409,24
Pjvk,ImmGenATAC1219.peak_275007,1507
Pkd1,ImmGenATAC1219.peak_209407,11
Pkd1l2,ImmGenATAC1219.peak_470760,78
Pkd1l3,ImmGenATAC1219.peak_468870,83
Pkd2,ImmGenATAC1219.peak_375605,98
Pkd2l1,ImmGenATAC1219.peak_253463,2901
Pkd2l2,ImmGenATAC1219.peak_231405,47
Pkdcc,ImmGenATAC1219.peak_223795,131
Pkdrej,ImmGenATAC1219.peak_180961,45
Pkhd1,ImmGenATAC1219.peak_2072,1595
Pkhd1l1,ImmGenATAC1219.peak_171446,38
Pkia,ImmGenATAC1219.peak_298721,26
Pkib,ImmGenATAC1219.peak_48481,75
Pkig,ImmGenATAC1219.peak_292855,17
Pklr,ImmGenATAC1219.peak_311510,320
Pkm,ImmGenATAC1219.peak_485973,70
Pkmyt1,ImmGenATAC1219.peak_209106,35
Pkn1,ImmGenATAC1219.peak_463606,5
Pkn2,ImmGenATAC1219.peak_323375,162
Pkn3,ImmGenATAC1219.peak_264530,183
Pknox1,ImmGenATAC1219.peak_212233,62
Pknox2,ImmGenATAC1219.peak_480223,105
Pkp1,ImmGenATAC1219.peak_23080,9
Pkp2,ImmGenATAC1219.peak_188528,164
Pkp3,ImmGenATAC1219.peak_448413,10
Pkp4,ImmGenATAC1219.peak_270698,135
Pla1a,ImmGenATAC1219.peak_194805,66
Pla2g10,ImmGenATAC1219.peak_188124,611
Pla2g10os,ImmGenATAC1219.peak_188123,571
Pla2g12a,ImmGenATAC1219.peak_320359,14
Pla2g12b,ImmGenATAC1219.peak_48924,6785
Pla2g15,ImmGenATAC1219.peak_467921,11
Pla2g1b,ImmGenATAC1219.peak_379141,71
Pla2g2a,ImmGenATAC1219.peak_353127,4581
Pla2g2c,ImmGenATAC1219.peak_353091,93
Pla2g2d,ImmGenATAC1219.peak_353109,2050
Pla2g2e,ImmGenATAC1219.peak_353141,59
Pla2g2f,ImmGenATAC1219.peak_353098,2455
Pla2g3,ImmGenATAC1219.peak_66176,170
Pla2g4a,ImmGenATAC1219.peak_24961,6
Pla2g4b,ImmGenATAC1219.peak_282069,1522
Pla2g4c,ImmGenATAC1219.peak_421523,4033
Pla2g4d,ImmGenATAC1219.peak_282172,2736
Pla2g4e,ImmGenATAC1219.peak_282154,166
Pla2g4f,ImmGenATAC1219.peak_282181,119
Pla2g5,ImmGenATAC1219.peak_353125,79
Pla2g6,ImmGenATAC1219.peak_178658,79
Pla2g7,ImmGenATAC1219.peak_214740,58
Pla2r1,ImmGenATAC1219.peak_271290,42
Plaa,ImmGenATAC1219.peak_340744,26
Plaat1,ImmGenATAC1219.peak_191748,420
Plaat3,ImmGenATAC1219.peak_245633,24
Plaat5,ImmGenATAC1219.peak_245658,94
Plac1,ImmGenATAC1219.peak_505232,690
Plac8,ImmGenATAC1219.peak_374579,31
Plac8l1,ImmGenATAC1219.peak_233403,5058
Plac9a,ImmGenATAC1219.peak_147583,29614
Plac9b,ImmGenATAC1219.peak_147583,29692
Plag1,ImmGenATAC1219.peak_327055,46
Plagl1,ImmGenATAC1219.peak_40317,47
Plagl2,ImmGenATAC1219.peak_289963,103
Plat,ImmGenATAC1219.peak_453561,116
Platr10,ImmGenATAC1219.peak_308545,62
Platr14,ImmGenATAC1219.peak_279584,2415
Platr20,ImmGenATAC1219.peak_75163,12367
Platr21,ImmGenATAC1219.peak_509539,1600
Platr22,ImmGenATAC1219.peak_23354,104
Platr26,ImmGenATAC1219.peak_273548,33
Platr27,ImmGenATAC1219.peak_291435,28
Platr3,ImmGenATAC1219.peak_286232,646
Platr30,ImmGenATAC1219.peak_313117,4133
Platr4,ImmGenATAC1219.peak_303931,697
Platr5,ImmGenATAC1219.peak_14871,1944
Platr7,ImmGenATAC1219.peak_55798,661
Platr8,ImmGenATAC1219.peak_280202,4234
Platr9,ImmGenATAC1219.peak_331202,4250
Plau,ImmGenATAC1219.peak_146101,9
Plaur,ImmGenATAC1219.peak_422981,30
Plb1,ImmGenATAC1219.peak_363244,21
Plbd1,ImmGenATAC1219.peak_417093,74
Plbd2,ImmGenATAC1219.peak_380460,54
Plcb1,ImmGenATAC1219.peak_286079,73
Plcb2,ImmGenATAC1219.peak_281648,2
Plcb3,ImmGenATAC1219.peak_245378,38
Plcb4,ImmGenATAC1219.peak_286296,31
Plcd1,ImmGenATAC1219.peak_499850,90
Plcd3,ImmGenATAC1219.peak_89591,14
Plcd4,ImmGenATAC1219.peak_11958,25
Plce1,ImmGenATAC1219.peak_252066,8848
Plcg1,ImmGenATAC1219.peak_292277,88
Plcg2,ImmGenATAC1219.peak_471038,10
Plch1,ImmGenATAC1219.peak_307152,13341
Plch2,ImmGenATAC1219.peak_357959,1939
Plcl1,ImmGenATAC1219.peak_7946,118
Plcl2,ImmGenATAC1219.peak_217227,21
Plcxd1,ImmGenATAC1219.peak_377021,87
Plcxd2,ImmGenATAC1219.peak_196241,50
Plcxd3,ImmGenATAC1219.peak_165046,87
Plcz1,ImmGenATAC1219.peak_417674,809
Pld1,ImmGenATAC1219.peak_301520,94
Pld2,ImmGenATAC1219.peak_80362,166
